,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,company,full_name
2417,Celerio ZXI,325000,48000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,11,Maruti,Maruti Celerio ZXI
2418,Grand i10 Magna,350000,65300,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5,9,Hyundai,Hyundai Grand i10 Magna
2419,i20 1.2 Asta Dual Tone,600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,7,Hyundai,Hyundai i20 1.2 Asta Dual Tone
2420,Beat Diesel,120000,60000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5,13,Chevrolet,Chevrolet Beat Diesel
2421,Alto K10 2010-2014 VXI,200000,70000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5,13,Maruti,Maruti Alto K10 2010-2014 VXI
2422,Alto LXi BSIII,100000,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5,17,Maruti,Maruti Alto LXi BSIII
2423,Grand i10 CRDi Asta,350000,70000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5,11,Hyundai,Hyundai Grand i10 CRDi Asta
2424,Alto LXi,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,19,Maruti,Maruti Alto LXi
2425,Alto K10 VXI Optional,399000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,6,Maruti,Maruti Alto K10 VXI Optional
2426,Verna 1.6 CRDI,580000,56000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5,11,Hyundai,Hyundai Verna 1.6 CRDI
2427,RediGO T Option,290000,30000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5,8,Datsun,Datsun RediGO T Option
2428,Grand i10 Magna,380000,50000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5,11,Hyundai,Hyundai Grand i10 Magna
2429,Figo Diesel EXI,200000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5,15,Ford,Ford Figo Diesel EXI
2430,Wagon R LXI CNG,390000,40000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5,7,Maruti,Maruti Wagon R LXI CNG
2431,Grand i10 1.2 Kappa Asta,500000,27500,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,8,Hyundai,Hyundai Grand i10 1.2 Kappa Asta
2432,Ertiga VDI,520000,73000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,13,Maruti,Maruti Ertiga VDI
2433,Swift Dzire VDI,650000,75000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,8,Maruti,Maruti Swift Dzire VDI
2434,KWID Climber 1.0 MT,380000,5000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,7,Renault,Renault KWID Climber 1.0 MT
2435,Wagon R LXI LPG BSIV,275000,50000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5,15,Maruti,Maruti Wagon R LXI LPG BSIV
2436,Swift Dzire VDI,520000,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,10,Maruti,Maruti Swift Dzire VDI
2437,Swift Dzire VDI,610000,60000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,10,Maruti,Maruti Swift Dzire VDI
2438,Wagon R LXI,85000,110000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,21,Maruti,Maruti Wagon R LXI
2439,Duster 85PS Diesel RxL Optional,490000,95000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5,12,Renault,Renault Duster 85PS Diesel RxL Optional
2440,EON Era Plus,229999,34000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,10,Hyundai,Hyundai EON Era Plus
2441,Grand i10 Sportz,411000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,10,Hyundai,Hyundai Grand i10 Sportz
2442,Eeco CNG 5 Seater AC BSIV,362000,120000,CNG,Individual,Manual,Second Owner,21.94,1196.0,61.7,5,6,Maruti,Maruti Eeco CNG 5 Seater AC BSIV
2443,Etios Cross 1.4L GD,550000,31000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5,11,Toyota,Toyota Etios Cross 1.4L GD
2444,Wagon R LXI CNG,459999,70000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5,7,Maruti,Maruti Wagon R LXI CNG
2445,Ritz VXi (ABS) BS IV,190000,47000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5,14,Maruti,Maruti Ritz VXi (ABS) BS IV
2446,Santro Magna AMT BSIV,499000,5000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5,6,Hyundai,Hyundai Santro Magna AMT BSIV
2447,Eeco 7 Seater Standard BSIV,358000,44000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,7,7,Maruti,Maruti Eeco 7 Seater Standard BSIV
2448,Etios Diesel TRD Sportivo,278000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.1,5,13,Toyota,Toyota Etios Diesel TRD Sportivo
2449,Grande Punto EVO 1.3 Active,320000,39395,Diesel,Individual,Manual,First Owner,21.2,1248.0,75.0,5,11,Fiat,Fiat Grande Punto EVO 1.3 Active
2450,Fluence 1.5,580000,67000,Diesel,Individual,Manual,Second Owner,20.4,1461.0,108.5,5,12,Renault,Renault Fluence 1.5
2451,City VX CVT,1300000,20000,Petrol,Individual,Automatic,First Owner,17.4,1497.0,117.6,5,6,Honda,Honda City VX CVT
2452,Amaze VX i-DTEC,825000,40000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,7,Honda,Honda Amaze VX i-DTEC
2453,Corolla AE,170000,120000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,5,21,Toyota,Toyota Corolla AE
2454,Fortuner 4x4 MT,1700000,80000,Diesel,Individual,Manual,Second Owner,12.55,2982.0,168.5,7,11,Toyota,Toyota Fortuner 4x4 MT
2455,Santro Sportz BSIV,490000,7000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5,7,Hyundai,Hyundai Santro Sportz BSIV
2456,XUV500 W4,1050000,15000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,7,Mahindra,Mahindra XUV500 W4
2457,Beat LT,210000,50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5,9,Chevrolet,Chevrolet Beat LT
2458,Scorpio Intelli Hybrid S10,1250000,30000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7,9,Mahindra,Mahindra Scorpio Intelli Hybrid S10
2459,Swift VDI,320000,120000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5,13,Maruti,Maruti Swift VDI
2460,Optra Magnum 2.0 LT,400000,64000,Diesel,Individual,Manual,First Owner,16.52,1991.0,123.7,5,13,Chevrolet,Chevrolet Optra Magnum 2.0 LT
2461,Ritz VDi,320000,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5,12,Maruti,Maruti Ritz VDi
2462,Corolla Altis Diesel D4DG,600000,85000,Diesel,Individual,Manual,First Owner,21.43,1364.0,87.2,5,13,Toyota,Toyota Corolla Altis Diesel D4DG
2463,Alto K10 2010-2014 VXI,275000,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,13,Maruti,Maruti Alto K10 2010-2014 VXI
2464,Alto LXi,170000,59000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,16,Maruti,Maruti Alto LXi
2465,Beat Diesel LT,155000,98000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5,13,Chevrolet,Chevrolet Beat Diesel LT
2466,Duster 85PS Diesel RxL Plus,620000,140000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5,10,Renault,Renault Duster 85PS Diesel RxL Plus
2467,Grand i10 1.2 Kappa Sportz Option,530000,50000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,8,Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option
2468,Etios Liva VD,550000,40000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5,10,Toyota,Toyota Etios Liva VD
2469,City i DTEC SV,600000,90000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5,11,Honda,Honda City i DTEC SV
2470,XUV500 W4,649000,117000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7,11,Mahindra,Mahindra XUV500 W4
2471,City i DTEC SV,625000,90000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5,11,Honda,Honda City i DTEC SV
2472,Spark 1.0 PS,125000,70000,Petrol,Individual,Manual,First Owner,16.0,995.0,63.0,5,15,Chevrolet,Chevrolet Spark 1.0 PS
2473,Tavera Neo 3 LS 9 Str BSIII,305000,230000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,9,16,Chevrolet,Chevrolet Tavera Neo 3 LS 9 Str BSIII
2474,SX4 ZXI MT BSIV Leather,285000,155000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5,15,Maruti,Maruti SX4 ZXI MT BSIV Leather
2475,Xenon XT EX 4X4,600000,60000,Diesel,Individual,Manual,Second Owner,13.49,2179.0,138.03,5,10,Tata,Tata Xenon XT EX 4X4
2476,KUV 100 mFALCON G80 K8,426000,110000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6,9,Mahindra,Mahindra KUV 100 mFALCON G80 K8
2477,Indica Vista Terra 1.4 TDI,180000,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5,15,Tata,Tata Indica Vista Terra 1.4 TDI
2478,Verna 1.6 VGT CRDi,400000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5,14,Hyundai,Hyundai Verna 1.6 VGT CRDi
2479,Beat LS,120000,40000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5,15,Chevrolet,Chevrolet Beat LS
2480,Manza Aura (ABS) Quadrajet BS IV,300000,110000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5,13,Tata,Tata Manza Aura (ABS) Quadrajet BS IV
2481,Alto K10 2010-2014 VXI,190000,92500,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5,14,Maruti,Maruti Alto K10 2010-2014 VXI
2482,Alto 800 LXI,310000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,8,Maruti,Maruti Alto 800 LXI
2483,KWID RXL,380000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,6,Renault,Renault KWID RXL
2484,Bolero Power Plus ZLX,740000,14000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7,6,Mahindra,Mahindra Bolero Power Plus ZLX
2485,RediGO T Option,260000,35000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5,9,Datsun,Datsun RediGO T Option
2486,Alto K10 VXI,320000,32000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5,8,Maruti,Maruti Alto K10 VXI
2487,Wagon R LXI CNG,211000,90000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5,12,Maruti,Maruti Wagon R LXI CNG
2488,Swift Dzire VXI 1.2 BS IV,650000,35000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5,7,Maruti,Maruti Swift Dzire VXI 1.2 BS IV
2489,Swift Dzire VDI,651000,32500,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5,8,Maruti,Maruti Swift Dzire VDI
2490,Alto K10 VXI AGS,380000,14000,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.05,5,6,Maruti,Maruti Alto K10 VXI AGS
2491,Beat Diesel LT,160000,70000,Diesel,Individual,Manual,Third Owner,25.44,936.0,56.3,5,11,Chevrolet,Chevrolet Beat Diesel LT
2492,Verna VTVT 1.6 AT SX Option,1270000,20000,Petrol,Individual,Automatic,First Owner,17.0,1591.0,121.3,5,6,Hyundai,Hyundai Verna VTVT 1.6 AT SX Option
2493,Wagon R Duo Lxi,300000,300000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5,14,Maruti,Maruti Wagon R Duo Lxi
2494,Swift VDI Optional,405000,100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,10,Maruti,Maruti Swift VDI Optional
2495,XUV500 W8 2WD,850000,64800,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,10,Mahindra,Mahindra XUV500 W8 2WD
2496,Bolero Power Plus ZLX,680000,90000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7,8,Mahindra,Mahindra Bolero Power Plus ZLX
2497,Xcent 1.2 Kappa SX Option,426999,80000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5,11,Hyundai,Hyundai Xcent 1.2 Kappa SX Option
2498,Verna 1.4 CRDi,525000,248000,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,5,10,Hyundai,Hyundai Verna 1.4 CRDi
2499,Innova 2.5 VX (Diesel) 7 Seater,1019999,60000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7,11,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater
2500,Innova 2.5 G2,245000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8,20,Toyota,Toyota Innova 2.5 G2
2501,Elantra CRDi SX,869999,120000,Diesel,Individual,Manual,First Owner,22.7,1582.0,126.2,5,10,Hyundai,Hyundai Elantra CRDi SX
2502,Wagon R Duo Lxi,160000,66444,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5,15,Maruti,Maruti Wagon R Duo Lxi
2503,Vitara Brezza VDi Option,700000,86000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,9,Maruti,Maruti Vitara Brezza VDi Option
2504,Sunny Diesel XV,300000,90000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5,13,Nissan,Nissan Sunny Diesel XV
2505,Civic 1.8 S AT,175000,218463,Petrol,Individual,Automatic,First Owner,12.9,1799.0,130.0,5,18,Honda,Honda Civic 1.8 S AT
2506,Innova 2.5 VX 8 STR,960000,153000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8,13,Toyota,Toyota Innova 2.5 VX 8 STR
2507,Thar CRDe AC,525000,70000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6,11,Mahindra,Mahindra Thar CRDe AC
2508,Grand i10 CRDi Sportz,345000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5,10,Hyundai,Hyundai Grand i10 CRDi Sportz
2509,Amaze S i-Vtech,390000,50000,Petrol,Individual,Manual,First Owner,18.0,1198.0,86.7,5,10,Honda,Honda Amaze S i-Vtech
2510,GO T Option BSIV,275000,20000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5,10,Datsun,Datsun GO T Option BSIV
2511,Sail 1.2 LS ABS,310000,35000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5,11,Chevrolet,Chevrolet Sail 1.2 LS ABS
2512,Grand i10 1.2 Kappa Sportz Dual Tone,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,8,Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone
2513,Sail Hatchback LT ABS,200000,70000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5,12,Chevrolet,Chevrolet Sail Hatchback LT ABS
2514,Polo 2015-2019 1.5 TDI Highline Plus,650000,53000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5,7,Volkswagen,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus
2515,City i-DTEC VX,1031000,60000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5,7,Honda,Honda City i-DTEC VX
2516,EON 1.0 Era Plus,330000,70000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5,7,Hyundai,Hyundai EON 1.0 Era Plus
2517,Santro Era,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5,6,Hyundai,Hyundai Santro Era
2518,i10 Magna,250000,103000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,13,Hyundai,Hyundai i10 Magna
2519,Grand i10 1.2 CRDi Sportz Option,600000,20000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5,8,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz Option
2520,Swift VDI,375000,77000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,12,Maruti,Maruti Swift VDI
2521,Vento Diesel Highline,375000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5,13,Volkswagen,Volkswagen Vento Diesel Highline
2522,Verna 1.6 CRDi EX MT,445000,87185,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5,12,Hyundai,Hyundai Verna 1.6 CRDi EX MT
2523,Wagon R LXI,55000,167000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,22,Maruti,Maruti Wagon R LXI
2524,i20 2015-2017 Asta 1.4 CRDi,611000,77000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,9,Hyundai,Hyundai i20 2015-2017 Asta 1.4 CRDi
2525,Verna 1.4 CRDi,459999,110000,Diesel,Individual,Manual,Second Owner,24.8,1396.0,88.7,5,11,Hyundai,Hyundai Verna 1.4 CRDi
2526,Fiesta EXi 1.4 TDCi Ltd,275000,120000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5,14,Ford,Ford Fiesta EXi 1.4 TDCi Ltd
2527,Santro Xing GLS CNG,185000,170000,CNG,Individual,Manual,First Owner,11.88,1086.0,62.1,5,14,Hyundai,Hyundai Santro Xing GLS CNG
2528,Verna 1.6 SX,390000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5,13,Hyundai,Hyundai Verna 1.6 SX
2529,Spark 1.0 LT,72000,40000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5,18,Chevrolet,Chevrolet Spark 1.0 LT
2530,Indica V2 DL BSIII,90000,50000,Diesel,Individual,Manual,First Owner,17.88,1396.0,52.8,5,18,Tata,Tata Indica V2 DL BSIII
2531,Etios GD,500000,125000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5,10,Toyota,Toyota Etios GD
2532,Wagon R LXI CNG,200000,137000,CNG,Individual,Manual,First Owner,26.2,998.0,58.2,5,14,Maruti,Maruti Wagon R LXI CNG
2533,XUV500 W9 BSIV,1575000,18000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7,6,Mahindra,Mahindra XUV500 W9 BSIV
2534,Grand i10 Sportz,511000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,10,Hyundai,Hyundai Grand i10 Sportz
2535,Grande Punto 1.4 Emotion,150000,55000,Petrol,Individual,Manual,First Owner,14.6,1368.0,88.7,5,16,Fiat,Fiat Grande Punto 1.4 Emotion
2536,Innova Crysta 2.7 GX AT 8 STR,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,8,5,Toyota,Toyota Innova Crysta 2.7 GX AT 8 STR
2537,Alto 800 LXI,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,12,Maruti,Maruti Alto 800 LXI
2538,Baleno Delta 1.2,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,7,Maruti,Maruti Baleno Delta 1.2
2539,Alto K10 VXI,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,8,Maruti,Maruti Alto K10 VXI
2540,Swift Dzire VDI Optional,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,10,Maruti,Maruti Swift Dzire VDI Optional
2541,One SX ABS 7 Seating,1050000,13000,Diesel,Individual,Manual,First Owner,17.0,2200.0,139.01,7,7,Force,Force One SX ABS 7 Seating
2542,Indigo CS eVX,300000,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5,13,Tata,Tata Indigo CS eVX
2543,Beat LT,120000,90000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5,14,Chevrolet,Chevrolet Beat LT
2563,Santro Xing GLS,170000,50000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5,14,Hyundai,Hyundai Santro Xing GLS
2564,Indigo CS eLX BS IV,320000,42000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5,15,Tata,Tata Indigo CS eLX BS IV
2565,Celerio ZXI AT,350000,17000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5,9,Maruti,Maruti Celerio ZXI AT
2566,Swift AMT VXI,500000,40000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5,7,Maruti,Maruti Swift AMT VXI
2567,Indigo LS,135000,137000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5,16,Tata,Tata Indigo LS
2568,KWID RXL,340000,20000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,7,Renault,Renault KWID RXL
2569,Grand i10 Sportz,330000,70000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5,5,Hyundai,Hyundai Grand i10 Sportz
2570,SX4 Vxi BSIV,350000,48756,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5,14,Maruti,Maruti SX4 Vxi BSIV
2571,Fortuner 4x2 AT,1850000,30000,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.5,7,10,Toyota,Toyota Fortuner 4x2 AT
2572,Xcent 1.1 CRDi SX,400000,110000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5,9,Hyundai,Hyundai Xcent 1.1 CRDi SX
2573,Fiesta Classic 1.4 Duratorq CLXI,325000,80322,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,5,11,Ford,Ford Fiesta Classic 1.4 Duratorq CLXI
2574,Scorpio 1.99 S4,1000000,35000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7,10,Mahindra,Mahindra Scorpio 1.99 S4
2576,SX4 ZDI Leather,350000,70000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5,13,Maruti,Maruti SX4 ZDI Leather
2596,Mobilio RS i DTEC,550000,120000,Diesel,Individual,Manual,Second Owner,24.5,1498.0,98.6,7,10,Honda,Honda Mobilio RS i DTEC
2597,Safari Storme VX,925000,60000,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7,10,Tata,Tata Safari Storme VX
2598,Scorpio VLX AT AIRBAG BSIV,509999,97000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8,15,Mahindra,Mahindra Scorpio VLX AT AIRBAG BSIV
2599,Xylo D2,250000,100000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8,14,Mahindra,Mahindra Xylo D2
2600,i20 Active 1.2 SX,500000,36000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,10,Hyundai,Hyundai i20 Active 1.2 SX
2601,Creta 1.4 CRDi S,1050000,27000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5,6,Hyundai,Hyundai Creta 1.4 CRDi S
2602,Swift Dzire VDI,490000,50000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,11,Maruti,Maruti Swift Dzire VDI
2603,Eeco 5 Seater AC BSIV,415000,15000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5,5,Maruti,Maruti Eeco 5 Seater AC BSIV
2604,Alto 800 LXI Anniversary Edition,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,12,Maruti,Maruti Alto 800 LXI Anniversary Edition
2605,Swift Dzire VDI,680000,120000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,7,Maruti,Maruti Swift Dzire VDI
2606,Alto 800 LXI Airbag,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,12,Maruti,Maruti Alto 800 LXI Airbag
2607,Scorpio 2009-2014 SLE 7S BSIV,479000,173000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7,12,Mahindra,Mahindra Scorpio 2009-2014 SLE 7S BSIV
2608,Alto 800 LXI,270000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,9,Maruti,Maruti Alto 800 LXI
2609,i10 Era,170000,70000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5,17,Hyundai,Hyundai i10 Era
2610,Ciaz 1.4 Alpha,764000,25000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5,7,Maruti,Maruti Ciaz 1.4 Alpha
2611,Bolero 2011-2019 SLE,710000,30000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,6,Mahindra,Mahindra Bolero 2011-2019 SLE
2612,Alto 800 VXI,310000,35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,8,Maruti,Maruti Alto 800 VXI
2613,Bolero Power Plus SLX,620000,100000,Diesel,Individual,Manual,Second Owner,16.5,1493.0,70.0,7,8,Mahindra,Mahindra Bolero Power Plus SLX
2614,EON Sportz,280000,31000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,8,Hyundai,Hyundai EON Sportz
2615,Fortuner 4x2 AT,1500000,80000,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.5,7,10,Toyota,Toyota Fortuner 4x2 AT
2616,Grand i10 Asta Option,450000,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,9,Hyundai,Hyundai Grand i10 Asta Option
2617,GLA Class 200 D Sport Edition,2199000,10000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5,8,Mercedes-Benz,Mercedes-Benz GLA Class 200 D Sport Edition
2618,M-Class ML 350 CDI,3600000,50000,Diesel,Individual,Automatic,First Owner,11.74,2987.0,254.8,5,12,Mercedes-Benz,Mercedes-Benz M-Class ML 350 CDI
2619,Fiesta Classic 1.6 SXI Duratec,285000,60000,Petrol,Individual,Manual,Second Owner,15.3,1596.0,99.6,5,17,Ford,Ford Fiesta Classic 1.6 SXI Duratec
2620,Innova 2.5 G (Diesel) 8 Seater BS IV,465000,210000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8,18,Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV
2621,3 Series 320d Highline,1100000,60000,Diesel,Individual,Automatic,Second Owner,16.07,1995.0,181.0,5,16,BMW,BMW 3 Series 320d Highline
2622,Vento Diesel Highline,350000,110000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5,14,Volkswagen,Volkswagen Vento Diesel Highline
2623,Ertiga BSIV LXI,600000,35000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7,8,Maruti,Maruti Ertiga BSIV LXI
2624,Baleno Delta 1.2,570000,35000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,8,Maruti,Maruti Baleno Delta 1.2
2625,Alto K10 VXI,325000,20000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,9,Maruti,Maruti Alto K10 VXI
2626,XUV500 AT W6 1.99 mHawk,975000,54000,Diesel,Individual,Automatic,First Owner,16.0,1997.0,140.0,7,9,Mahindra,Mahindra XUV500 AT W6 1.99 mHawk
2627,i20 2015-2017 Sportz Option 1.2,480000,60000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,10,Hyundai,Hyundai i20 2015-2017 Sportz Option 1.2
2628,Alto 800 Base,185000,10300,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,11,Maruti,Maruti Alto 800 Base
2629,Creta 1.6 CRDi AT SX Plus,1050000,50000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5,10,Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus
